# == pyFAI calibration ==
# Distance Sample to Detector: 0.16467985556231649 m
# PONI: 9.242e-02, 8.817e-02 m
# Rotations: 0.000148 0.000104 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 164.680 mm
# Center: x=1175.307, y=1232.557 pix
# Tilt: 0.010 deg  TiltPlanRot: 144.812 deg
# 
# Detector Eiger 4M	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 9.537246033323096e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/easy/data/visitor/ihsc1713/id13/XXPROCESS/Cfluct_empty_avg.dat
#       q_nm^-1             I 
  2.922876e+01    1.401966e+00
  2.927121e+01    1.397041e+00
  2.931366e+01    1.394069e+00
  2.935612e+01    1.392535e+00
  2.939857e+01    1.390075e+00
  2.944102e+01    1.389028e+00
  2.948347e+01    1.386083e+00
  2.952593e+01    1.385831e+00
  2.956838e+01    1.383440e+00
  2.961083e+01    1.384982e+00
  2.965328e+01    1.379956e+00
  2.969574e+01    1.382855e+00
  2.973819e+01    1.375340e+00
  2.978064e+01    1.382105e+00
  2.982309e+01    1.379305e+00
  2.986555e+01    1.382043e+00
  2.990800e+01    1.379676e+00
  2.995045e+01    1.380224e+00
  2.999290e+01    1.383233e+00
  3.003536e+01    1.382993e+00
  3.007781e+01    1.386402e+00
  3.012026e+01    1.382266e+00
  3.016272e+01    1.385302e+00
  3.020517e+01    1.385794e+00
  3.024762e+01    1.488850e+00
  3.029007e+01    1.413175e+00
  3.033253e+01    1.390388e+00
  3.037498e+01    1.391043e+00
  3.041743e+01    1.389028e+00
  3.045988e+01    1.392460e+00
  3.050234e+01    1.394921e+00
  3.054479e+01    1.395023e+00
  3.058724e+01    1.395515e+00
  3.062969e+01    1.397165e+00
  3.067215e+01    1.397708e+00
  3.071460e+01    1.399034e+00
  3.075705e+01    1.401851e+00
  3.079950e+01    1.402765e+00
  3.084196e+01    1.402875e+00
  3.088441e+01    1.403279e+00
  3.092686e+01    1.402442e+00
  3.096932e+01    1.406901e+00
  3.101177e+01    1.406181e+00
  3.105422e+01    1.406557e+00
  3.109667e+01    1.453885e+00
  3.113913e+01    1.402400e+00
  3.118158e+01    1.403802e+00
  3.122403e+01    1.406207e+00
  3.126648e+01    1.402151e+00
  3.130894e+01    1.403946e+00
  3.135139e+01    1.403599e+00
  3.139384e+01    1.402233e+00
  3.143629e+01    1.403453e+00
  3.147875e+01    1.398899e+00
  3.152120e+01    1.404004e+00
  3.156365e+01    1.403086e+00
  3.160610e+01    1.399741e+00
  3.164856e+01    1.401399e+00
  3.169101e+01    1.398430e+00
  3.173346e+01    1.399161e+00
  3.177592e+01    1.398470e+00
  3.181837e+01    1.397068e+00
  3.186082e+01    1.399557e+00
  3.190327e+01    1.398852e+00
  3.194573e+01    1.396019e+00
  3.198818e+01    1.402680e+00
  3.203063e+01    1.397300e+00
  3.207308e+01    1.393304e+00
  3.211554e+01    1.394132e+00
  3.215799e+01    1.392541e+00
  3.220044e+01    1.389668e+00
  3.224289e+01    1.391417e+00
  3.228535e+01    1.388507e+00
  3.232780e+01    1.383679e+00
  3.237025e+01    1.385078e+00
  3.241270e+01    1.379452e+00
  3.245516e+01    1.374193e+00
  3.249761e+01    1.375808e+00
  3.254006e+01    1.371043e+00
  3.258252e+01    1.363994e+00
  3.262497e+01    1.363963e+00
  3.266742e+01    1.359329e+00
  3.270987e+01    1.348804e+00
  3.275233e+01    1.349423e+00
  3.279478e+01    1.344841e+00
  3.283723e+01    1.335813e+00
  3.287968e+01    1.333073e+00
  3.292214e+01    1.328264e+00
  3.296459e+01    1.324288e+00
  3.300704e+01    1.317185e+00
  3.304949e+01    1.317090e+00
  3.309195e+01    1.311716e+00
  3.313440e+01    1.304765e+00
  3.317685e+01    1.303871e+00
  3.321930e+01    1.302027e+00
  3.326176e+01    1.302088e+00
  3.330421e+01    1.296974e+00
  3.334666e+01    1.290837e+00
  3.338911e+01    1.270783e+00
  3.343157e+01    1.254465e+00
  3.347402e+01    1.248362e+00
  3.351647e+01    1.240320e+00
  3.355893e+01    1.231403e+00
  3.360138e+01    1.222390e+00
  3.364383e+01    1.221820e+00
  3.368628e+01    1.213882e+00
  3.372874e+01    1.204883e+00
  3.377119e+01    1.201046e+00
  3.381364e+01    1.198830e+00
  3.385609e+01    1.190277e+00
  3.389855e+01    1.188972e+00
  3.394100e+01    1.184189e+00
  3.398345e+01    1.183632e+00
  3.402590e+01    1.180278e+00
  3.406836e+01    1.175174e+00
  3.411081e+01    1.173667e+00
  3.415326e+01    1.176222e+00
  3.419571e+01    1.167895e+00
  3.423817e+01    1.168053e+00
  3.428062e+01    1.164651e+00
  3.432307e+01    1.166899e+00
  3.436553e+01    1.163598e+00
  3.440798e+01    1.158383e+00
  3.445043e+01    1.157985e+00
  3.449288e+01    1.159741e+00
  3.453534e+01    1.161455e+00
  3.457779e+01    1.156098e+00
  3.462024e+01    1.152819e+00
  3.466269e+01    1.154038e+00
  3.470515e+01    1.151532e+00
  3.474760e+01    1.148821e+00
  3.479005e+01    1.143167e+00
  3.483250e+01    1.169193e+00
  3.487496e+01    1.136099e+00
  3.491741e+01    1.132053e+00
  3.495986e+01    1.132215e+00
  3.500231e+01    1.123919e+00
  3.504477e+01    1.120481e+00
  3.508722e+01    1.119204e+00
  3.512967e+01    1.113143e+00
  3.517213e+01    1.113570e+00
  3.521458e+01    1.108884e+00
  3.525703e+01    1.104478e+00
  3.529948e+01    1.099903e+00
  3.534194e+01    1.097013e+00
  3.538439e+01    1.093453e+00
  3.542684e+01    1.092292e+00
  3.546929e+01    1.085610e+00
  3.551175e+01    1.083617e+00
  3.555420e+01    1.078913e+00
  3.559665e+01    1.075656e+00
  3.563910e+01    1.070854e+00
  3.568156e+01    1.070675e+00
  3.572401e+01    1.064392e+00
  3.576646e+01    1.063181e+00
  3.580891e+01    1.057634e+00
  3.585137e+01    1.054415e+00
  3.589382e+01    1.050241e+00
  3.593627e+01    1.046897e+00
  3.597873e+01    1.041908e+00
  3.602118e+01    1.041602e+00
  3.606363e+01    1.036547e+00
  3.610608e+01    1.033323e+00
  3.614854e+01    1.029274e+00
  3.619099e+01    1.027401e+00
  3.623344e+01    1.024997e+00
  3.627589e+01    1.019937e+00
  3.631835e+01    1.017096e+00
  3.636080e+01    1.012566e+00
  3.640325e+01    1.011493e+00
  3.644570e+01    1.007931e+00
  3.648816e+01    1.003227e+00
  3.653061e+01    1.003208e+00
  3.657306e+01    9.963710e-01
  3.661551e+01    9.937195e-01
  3.665797e+01    9.886443e-01
  3.670042e+01    9.868440e-01
  3.674287e+01    9.845837e-01
  3.678532e+01    9.782077e-01
  3.682778e+01    9.770569e-01
  3.687023e+01    9.742348e-01
  3.691268e+01    9.712400e-01
  3.695514e+01    9.657159e-01
  3.699759e+01    9.639333e-01
  3.704004e+01    9.598628e-01
  3.708249e+01    9.559067e-01
  3.712495e+01    9.515271e-01
  3.716740e+01    9.510047e-01
  3.720985e+01    9.467558e-01
  3.725230e+01    9.449353e-01
  3.729476e+01    9.427561e-01
  3.733721e+01    9.418965e-01
  3.737966e+01    9.419437e-01
  3.742211e+01    9.418932e-01
  3.746457e+01    9.414660e-01
  3.750702e+01    9.423727e-01
  3.754947e+01    9.401703e-01
  3.759192e+01    9.428857e-01
  3.763438e+01    9.437180e-01
  3.767683e+01    9.432114e-01
  3.771928e+01    9.458063e-01
  3.776174e+01    9.470309e-01
  3.780419e+01    9.504642e-01
  3.784664e+01    9.515112e-01
  3.788909e+01    9.545741e-01
  3.793155e+01    9.561249e-01
  3.797400e+01    9.624788e-01
  3.801645e+01    9.621921e-01
  3.805890e+01    9.666155e-01
  3.810136e+01    9.713880e-01
  3.814381e+01    9.723084e-01
  3.818626e+01    9.775021e-01
  3.822871e+01    9.817803e-01
  3.827117e+01    9.844874e-01
  3.831362e+01    9.873189e-01
  3.835607e+01    9.930347e-01
  3.839852e+01    9.986935e-01
  3.844098e+01    1.000548e+00
  3.848343e+01    1.006477e+00
  3.852588e+01    1.011012e+00
  3.856834e+01    1.016592e+00
  3.861079e+01    1.022993e+00
  3.865324e+01    1.029116e+00
  3.869569e+01    1.035003e+00
  3.873815e+01    1.042826e+00
  3.878060e+01    1.048980e+00
  3.882305e+01    1.058662e+00
  3.886550e+01    1.064746e+00
  3.890796e+01    1.076827e+00
  3.895041e+01    1.080191e+00
  3.899286e+01    1.082421e+00
  3.903531e+01    1.081771e+00
  3.907777e+01    1.084646e+00
  3.912022e+01    1.085649e+00
  3.916267e+01    1.088144e+00
  3.920512e+01    1.089518e+00
  3.924758e+01    1.091369e+00
  3.929003e+01    1.089872e+00
  3.933248e+01    1.092873e+00
  3.937494e+01    1.092357e+00
  3.941739e+01    1.089717e+00
  3.945984e+01    1.089362e+00
  3.950229e+01    1.086835e+00
  3.954475e+01    1.083579e+00
  3.958720e+01    1.082205e+00
  3.962965e+01    1.081683e+00
  3.967210e+01    1.079528e+00
  3.971456e+01    1.078550e+00
  3.975701e+01    1.075435e+00
  3.979946e+01    1.072820e+00
  3.984191e+01    1.072374e+00
  3.988437e+01    1.070545e+00
  3.992682e+01    1.069432e+00
  3.996927e+01    1.069427e+00
  4.001172e+01    1.066592e+00
  4.005418e+01    1.062811e+00
  4.009663e+01    1.061174e+00
  4.013908e+01    1.061327e+00
  4.018153e+01    1.060449e+00
  4.022399e+01    1.057084e+00
  4.026644e+01    1.053380e+00
  4.030889e+01    1.051330e+00
  4.035135e+01    1.050486e+00
  4.039380e+01    1.046777e+00
  4.043625e+01    1.047095e+00
  4.047870e+01    1.044173e+00
  4.052116e+01    1.044739e+00
  4.056361e+01    1.044636e+00
  4.060606e+01    1.040979e+00
  4.064851e+01    1.037125e+00
  4.069097e+01    1.039741e+00
  4.073342e+01    1.037445e+00
  4.077587e+01    1.033918e+00
  4.081832e+01    1.032250e+00
  4.086078e+01    1.032537e+00
  4.090323e+01    1.030917e+00
  4.094568e+01    1.029950e+00
  4.098813e+01    1.028902e+00
  4.103059e+01    1.029908e+00
  4.107304e+01    1.026049e+00
  4.111549e+01    1.024414e+00
  4.115795e+01    1.020208e+00
  4.120040e+01    1.023401e+00
  4.124285e+01    1.018768e+00
  4.128530e+01    1.017974e+00
  4.132776e+01    1.018368e+00
  4.137021e+01    1.015507e+00
  4.141266e+01    1.014379e+00
  4.145511e+01    1.013527e+00
  4.149757e+01    1.010529e+00
  4.154002e+01    1.009921e+00
  4.158247e+01    1.007115e+00
  4.162492e+01    1.007009e+00
  4.166738e+01    1.005319e+00
  4.170983e+01    1.004095e+00
  4.175228e+01    1.004356e+00
  4.179473e+01    1.002049e+00
  4.183719e+01    1.003582e+00
  4.187964e+01    9.968743e-01
  4.192209e+01    9.977311e-01
  4.196455e+01    9.943805e-01
  4.200700e+01    9.980317e-01
  4.204945e+01    9.942448e-01
  4.209190e+01    9.937652e-01
  4.213436e+01    9.826847e-01
  4.217681e+01    9.551070e-01
  4.221926e+01    9.092852e-01
  4.226171e+01    8.610392e-01
  4.230417e+01    7.793869e-01
  4.234662e+01    7.092397e-01
  4.238907e+01    6.397517e-01
  4.243152e+01    5.860839e-01
  4.247398e+01    5.619860e-01
  4.251643e+01    5.561351e-01
  4.255888e+01    5.603098e-01
  4.260133e+01    5.234829e-01
  4.264379e+01    4.456838e-01
